Rk_x,player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk_y,Player,Tm,2024-2025,2025-2026,2026-2027,2027-2028,2028-2029,2029-2030,Guaranteed
306,Orlando Robinson,24,SAC,C,9,0,6.3,0.8,1.9,.412,0.1,0.6,.200,0.7,1.3,.500,.441,0.4,0.8,.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,455,Orlando Robinson,SAC,"$1,199,723",,,,,,"$959,779"
306,Orlando Robinson,24,SAC,C,9,0,6.3,0.8,1.9,.412,0.1,0.6,.200,0.7,1.3,.500,.441,0.4,0.8,.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,483,Orlando Robinson,TOR,"$1,199,723",,,,,,"$239,944"
306,Orlando Robinson,24,SAC,C,9,0,6.3,0.8,1.9,.412,0.1,0.6,.200,0.7,1.3,.500,.441,0.4,0.8,.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,484,Orlando Robinson,TOR,"$1,199,723",,,,,,"$239,944"
306,Orlando Robinson,24,TOR,C,31,6,19.8,3.0,6.7,.445,0.5,1.2,.368,2.5,5.5,.462,.478,1.5,1.8,.818,2.3,3.5,5.8,1.9,0.4,0.5,1.2,2.6,7.9,455,Orlando Robinson,SAC,"$1,199,723",,,,,,"$959,779"
306,Orlando Robinson,24,TOR,C,31,6,19.8,3.0,6.7,.445,0.5,1.2,.368,2.5,5.5,.462,.478,1.5,1.8,.818,2.3,3.5,5.8,1.9,0.4,0.5,1.2,2.6,7.9,483,Orlando Robinson,TOR,"$1,199,723",,,,,,"$239,944"
306,Orlando Robinson,24,TOR,C,31,6,19.8,3.0,6.7,.445,0.5,1.2,.368,2.5,5.5,.462,.478,1.5,1.8,.818,2.3,3.5,5.8,1.9,0.4,0.5,1.2,2.6,7.9,484,Orlando Robinson,TOR,"$1,199,723",,,,,,"$239,944"
308,Gary Payton II,32,GSW,SG,58,11,14.9,2.8,4.8,.585,0.5,1.5,.330,2.3,3.3,.704,.637,0.5,0.7,.711,0.8,2.1,3.0,1.3,0.8,0.3,0.6,1.7,6.6,177,Gary Payton II,GSW,"$9,130,000",,,,,,"$9,130,000"
311,Bones Hyland,24,2TM,PG,23,0,10.3,2.0,5.1,.398,1.4,3.6,.390,0.7,1.6,.417,.534,1.0,1.1,.885,0.2,0.8,1.0,1.4,0.8,0.2,1.1,1.3,6.5,268,Bones Hyland,ATL,"$4,158,439",,,,,,"$4,158,439"
311,Bones Hyland,24,LAC,PG,20,0,11.1,2.3,5.8,.391,1.6,4.0,.388,0.7,1.8,.400,.526,1.2,1.3,.885,0.3,1.0,1.2,1.4,0.9,0.2,1.2,1.3,7.2,268,Bones Hyland,ATL,"$4,158,439",,,,,,"$4,158,439"
311,Bones Hyland,24,MIN,PG,3,0,5.0,0.7,1.0,.667,0.3,0.7,.500,0.3,0.3,1.000,.833,0.0,0.0,,0.0,0.0,0.0,1.3,0.0,0.0,0.3,1.0,1.7,268,Bones Hyland,ATL,"$4,158,439",,,,,,"$4,158,439"
313,Jeff Dowtin,27,PHI,PG,39,3,14.4,2.6,5.2,.490,0.6,1.6,.393,1.9,3.7,.531,.549,0.7,1.0,.744,0.3,1.2,1.5,1.8,0.5,0.3,0.4,0.7,6.5,,,,,,,,,,
316,Precious Achiuwa,25,NYK,C,53,8,19.9,2.7,5.3,.512,0.2,0.6,.281,2.6,4.7,.542,.528,0.7,1.2,.594,1.8,3.6,5.5,0.9,0.8,0.7,0.8,1.3,6.4,225,Precious Achiuwa,NYK,"$6,000,000",,,,,,"$6,000,000"
322,Seth Curry,34,CHO,SG,64,12,15.4,2.3,5.0,.467,1.2,2.6,.449,1.1,2.3,.487,.585,0.4,0.5,.848,0.4,1.3,1.6,0.9,0.4,0.1,0.5,0.9,6.2,398,Seth Curry,CHO,"$2,087,519",,,,,,"$2,087,519"
323,Trey Lyles,29,SAC,PF,63,2,18.4,2.1,5.3,.405,1.1,3.4,.333,1.0,1.9,.534,.512,0.8,1.1,.721,1.1,3.3,4.5,1.2,0.6,0.3,0.6,1.2,6.2,194,Trey Lyles,SAC,"$8,000,000",,,,,,"$8,000,000"
324,Dru Smith,27,MIA,SG,14,1,19.1,2.2,4.4,.508,1.1,2.1,.533,1.1,2.2,.484,.639,0.6,0.9,.750,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,,,,,,,,,,
328,Jordan Goodwin,26,LAL,PG,22,5,19.4,2.4,5.0,.468,1.0,2.4,.404,1.4,2.7,.525,.563,0.4,0.5,.818,1.4,2.2,3.6,1.4,1.0,0.5,0.8,1.6,6.1,,,,,,,,,,
329,Jeremiah Robinson-Earl,24,NOP,PF,60,6,18.1,2.3,4.9,.464,0.8,2.3,.345,1.5,2.6,.571,.546,0.7,0.9,.843,1.5,2.9,4.4,1.2,0.6,0.1,0.7,1.2,6.1,350,Jeremiah Robinson-Earl,NOP,"$2,196,970",,,,,,"$2,196,970"
330,Talen Horton-Tucker,24,CHI,SG,52,0,11.6,2.2,4.8,.450,0.8,2.1,.361,1.4,2.7,.518,.528,1.0,1.3,.714,0.3,1.4,1.8,1.3,0.3,0.2,0.7,1.0,6.0,400,Talen Horton-Tucker,CHI,"$2,087,519",,,,,,"$2,087,519"
331,Sandro Mamukelashvili,25,SAS,PF,55,0,10.3,2.2,4.3,.509,1.0,2.5,.404,1.2,1.8,.653,.626,0.7,0.9,.712,1.0,1.9,2.9,0.7,0.4,0.3,0.4,0.9,6.0,374,Sandro Mamukelashvili,SAS,"$2,087,519",,,,,,"$2,087,519"
334,James Wiseman,23,IND,C,1,0,5.0,2.0,4.0,.500,0.0,1.0,.000,2.0,3.0,.667,.500,2.0,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,346,James Wiseman,TOR,"$2,237,691",,,,,,"$2,237,691"
335,Isaiah Wong,24,CHO,SG,20,0,13.3,2.1,5.3,.390,0.7,1.7,.394,1.4,3.6,.389,.452,1.3,1.7,.735,0.7,0.9,1.6,1.4,0.6,0.0,0.9,1.1,6.0,,,,,,,,,,
338,Ryan Rollins,22,MIL,PG,50,14,13.8,2.2,4.5,.489,0.8,2.1,.404,1.4,2.5,.561,.581,0.6,0.8,.821,0.4,1.5,1.9,1.6,0.7,0.3,0.9,1.5,5.9,466,Ryan Rollins,WAS,"$600,000",,,,,,"$600,000"
340,Moses Brown,25,2TM,C,13,2,9.2,2.6,3.8,.694,0.0,0.0,,2.6,3.8,.694,.694,0.6,0.8,.727,0.9,2.5,3.4,0.2,0.5,0.3,0.8,1.3,5.8,474,Moses Brown,IND,"$306,660",,,,,,"$306,660"
340,Moses Brown,25,IND,C,9,0,5.1,1.4,2.2,.650,0.0,0.0,,1.4,2.2,.650,.650,0.3,0.6,.600,0.4,1.0,1.4,0.0,0.2,0.1,0.7,0.7,3.2,474,Moses Brown,IND,"$306,660",,,,,,"$306,660"
340,Moses Brown,25,DAL,C,4,2,18.3,5.3,7.3,.724,0.0,0.0,,5.3,7.3,.724,.724,1.3,1.5,.833,2.0,5.8,7.8,0.5,1.0,0.8,1.3,2.8,11.8,474,Moses Brown,IND,"$306,660",,,,,,"$306,660"
342,Luke Kornet,29,BOS,C,67,13,18.3,2.4,3.5,.679,0.0,0.0,.000,2.4,3.5,.685,.679,0.9,1.3,.694,2.5,2.8,5.3,1.6,0.5,1.0,0.4,1.6,5.7,401,Luke Kornet,BOS,"$2,087,519",,,,,,"$2,087,519"
348,Oscar Tshiebwe,25,UTA,C,11,1,16.9,2.1,3.5,.590,0.0,0.0,,2.1,3.5,.590,.590,1.5,1.8,.800,2.7,5.1,7.8,0.6,0.8,0.0,0.5,1.6,5.6,,,,,,,,,,
349,Ben Simmons,28,2TM,PG,47,24,22.8,2.4,4.7,.525,0.0,0.0,,2.4,4.7,.525,.525,0.5,0.7,.727,0.9,4.0,4.9,5.9,0.8,0.5,2.1,2.1,5.4,27,Ben Simmons,BRK,"$40,011,909",,,,,,"$39,256,083"
349,Ben Simmons,28,2TM,PG,47,24,22.8,2.4,4.7,.525,0.0,0.0,,2.4,4.7,.525,.525,0.5,0.7,.727,0.9,4.0,4.9,5.9,0.8,0.5,2.1,2.1,5.4,458,Ben Simmons,LAC,"$40,011,909",,,,,,"$755,826"
349,Ben Simmons,28,BRK,PG,33,24,25.0,2.8,5.2,.547,0.0,0.0,,2.8,5.2,.547,.547,0.5,0.8,.692,0.9,4.3,5.2,6.9,0.8,0.5,2.7,2.5,6.2,27,Ben Simmons,BRK,"$40,011,909",,,,,,"$39,256,083"
349,Ben Simmons,28,BRK,PG,33,24,25.0,2.8,5.2,.547,0.0,0.0,,2.8,5.2,.547,.547,0.5,0.8,.692,0.9,4.3,5.2,6.9,0.8,0.5,2.7,2.5,6.2,458,Ben Simmons,LAC,"$40,011,909",,,,,,"$755,826"
349,Ben Simmons,28,LAC,PG,14,0,17.5,1.6,3.5,.449,0.0,0.0,,1.6,3.5,.449,.449,0.4,0.5,.857,0.9,3.3,4.2,3.4,0.9,0.4,0.8,1.3,3.6,27,Ben Simmons,BRK,"$40,011,909",,,,,,"$39,256,083"
349,Ben Simmons,28,LAC,PG,14,0,17.5,1.6,3.5,.449,0.0,0.0,,1.6,3.5,.449,.449,0.4,0.5,.857,0.9,3.3,4.2,3.4,0.9,0.4,0.8,1.3,3.6,458,Ben Simmons,LAC,"$40,011,909",,,,,,"$755,826"
352,Keaton Wallace,25,ATL,PG,28,4,16.2,2.0,4.9,.413,0.9,2.6,.356,1.1,2.3,.477,.507,0.4,0.4,1.000,0.3,1.1,1.4,2.2,0.8,0.3,1.0,1.3,5.4,,,,,,,,,,
353,Javonte Green,31,2TM,SG,63,18,19.0,1.8,4.2,.439,0.7,2.1,.354,1.1,2.1,.522,.527,0.9,1.2,.730,0.9,2.4,3.3,0.8,1.0,0.5,0.5,1.4,5.3,434,Javonte Green,NOP,"$1,728,488",,,,,,"$1,728,488"
353,Javonte Green,31,NOP,SG,50,18,21.8,2.0,4.5,.446,0.8,2.2,.352,1.2,2.3,.534,.531,1.0,1.3,.758,1.0,2.6,3.6,0.9,1.1,0.6,0.6,1.5,5.8,434,Javonte Green,NOP,"$1,728,488",,,,,,"$1,728,488"
353,Javonte Green,31,CLE,SG,13,0,8.0,1.2,3.1,.400,0.6,1.7,.364,0.6,1.4,.444,.500,0.3,0.6,.500,0.6,1.5,2.2,0.5,0.5,0.0,0.2,1.1,3.4,434,Javonte Green,NOP,"$1,728,488",,,,,,"$1,728,488"
354,Alex Reese,25,2TM,PF,13,0,15.3,1.8,3.7,.500,1.0,2.7,.371,0.8,1.0,.846,.635,0.6,0.8,.800,0.7,2.6,3.3,0.3,0.7,0.6,0.4,1.5,5.3,,,,,,,,,,
354,Alex Reese,25,OKC,PF,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,
354,Alex Reese,25,PHI,PF,12,0,16.4,1.9,3.9,.489,1.1,2.9,.371,0.8,1.0,.833,.628,0.7,0.8,.800,0.7,2.8,3.5,0.3,0.8,0.7,0.4,1.7,5.6,,,,,,,,,,
360,Bismack Biyombo,32,SAS,C,22,20,18.8,2.4,3.7,.642,0.0,0.0,,2.4,3.7,.642,.642,0.5,1.1,.417,1.4,3.9,5.3,1.2,0.6,0.9,0.8,1.9,5.2,480,Bismack Biyombo,SAS,"$143,967",,,,,,"$287,934"
360,Bismack Biyombo,32,SAS,C,22,20,18.8,2.4,3.7,.642,0.0,0.0,,2.4,3.7,.642,.642,0.5,1.1,.417,1.4,3.9,5.3,1.2,0.6,0.9,0.8,1.9,5.2,481,Bismack Biyombo,SAS,"$143,967",,,,,,"$287,934"
363,Collin Gillespie,25,PHO,PG,27,8,12.3,1.8,4.0,.454,1.0,2.1,.448,0.9,1.9,.460,.574,0.5,0.6,.875,0.6,1.4,2.0,2.3,0.4,0.1,0.5,0.9,5.1,,,,,,,,,,
364,Monte Morris,29,PHO,PG,43,0,12.6,1.8,4.3,.416,0.7,1.9,.346,1.1,2.4,.471,.492,0.8,1.0,.857,0.3,1.2,1.4,1.6,0.5,0.1,0.4,0.5,5.1,378,Monte Morris,PHO,"$2,087,519",,,,,,"$2,087,519"
365,Alondes Williams,25,DET,SG,1,0,4.0,2.0,2.0,1.000,1.0,1.0,1.000,1.0,1.0,1.000,1.250,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,
366,Jeff Green,38,HOU,PF,29,2,11.9,1.8,3.4,.510,0.8,2.1,.371,1.0,1.3,.737,.625,0.6,0.7,.850,0.3,1.3,1.7,0.4,0.2,0.1,0.3,1.0,4.9,195,Jeff Green,HOU,"$8,000,000",,,,,,"$8,000,000"
367,Quenton Jackson,26,IND,PG,26,7,12.4,1.8,3.8,.485,0.5,1.2,.387,1.4,2.6,.529,.545,0.8,1.0,.741,0.5,0.9,1.4,1.8,0.7,0.2,0.5,1.5,4.9,,,,,,,,,,
369,Cole Swider,25,2TM,SF,6,0,15.2,1.8,5.3,.344,1.2,4.3,.269,0.7,1.0,.667,.453,0.0,0.2,.000,0.3,1.5,1.8,0.2,0.3,0.2,0.0,1.2,4.8,,,,,,,,,,
369,Cole Swider,25,DET,SF,2,0,6.5,0.0,2.5,.000,0.0,2.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,
369,Cole Swider,25,TOR,SF,4,0,19.5,2.8,6.8,.407,1.8,5.3,.333,1.0,1.5,.667,.537,0.0,0.3,.000,0.5,1.8,2.3,0.0,0.5,0.3,0.0,1.5,7.3,,,,,,,,,,
371,Landry Shamet,27,NYK,SG,44,0,14.4,1.9,4.1,.453,1.0,2.6,.362,0.9,1.5,.615,.569,0.2,0.3,.538,0.2,0.9,1.1,0.5,0.5,0.0,0.4,1.0,4.8,438,Landry Shamet,NYK,"$1,343,690",,,,,,"$1,343,690"
372,Torrey Craig,34,2TM,SF,22,2,10.9,1.6,3.5,.462,1.0,2.6,.397,0.6,0.9,.650,.609,0.4,0.5,.667,1.0,1.3,2.3,0.4,0.2,0.3,0.1,1.3,4.7,314,Torrey Craig,CHI,"$3,625,162",,,,,,"$2,845,342"
372,Torrey Craig,34,2TM,SF,22,2,10.9,1.6,3.5,.462,1.0,2.6,.397,0.6,0.9,.650,.609,0.4,0.5,.667,1.0,1.3,2.3,0.4,0.2,0.3,0.1,1.3,4.7,457,Torrey Craig,BOS,"$3,625,162",,,,,,"$779,820"
372,Torrey Craig,34,CHI,SF,9,1,12.6,2.4,5.0,.489,1.7,3.9,.429,0.8,1.1,.700,.656,0.3,0.4,.750,0.9,1.9,2.8,0.6,0.2,0.1,0.0,1.7,6.9,314,Torrey Craig,CHI,"$3,625,162",,,,,,"$2,845,342"
372,Torrey Craig,34,CHI,SF,9,1,12.6,2.4,5.0,.489,1.7,3.9,.429,0.8,1.1,.700,.656,0.3,0.4,.750,0.9,1.9,2.8,0.6,0.2,0.1,0.0,1.7,6.9,457,Torrey Craig,BOS,"$3,625,162",,,,,,"$779,820"
372,Torrey Craig,34,BOS,SF,13,1,9.7,1.1,2.5,.424,0.6,1.8,.348,0.5,0.8,.600,.545,0.4,0.6,.625,1.1,0.8,1.9,0.3,0.2,0.5,0.2,1.1,3.2,314,Torrey Craig,CHI,"$3,625,162",,,,,,"$2,845,342"
372,Torrey Craig,34,BOS,SF,13,1,9.7,1.1,2.5,.424,0.6,1.8,.348,0.5,0.8,.600,.545,0.4,0.6,.625,1.1,0.8,1.9,0.3,0.2,0.5,0.2,1.1,3.2,457,Torrey Craig,BOS,"$3,625,162",,,,,,"$779,820"
373,David Roddy,23,2TM,PF,30,3,12.5,1.7,3.7,.464,0.6,1.8,.333,1.1,1.9,.586,.545,0.6,0.7,.818,0.4,2.2,2.6,1.1,0.5,0.3,0.7,0.6,4.7,313,David Roddy,ATL,"$2,967,212",,,,,,"$2,847,240"
373,David Roddy,23,2TM,PF,30,3,12.5,1.7,3.7,.464,0.6,1.8,.333,1.1,1.9,.586,.545,0.6,0.7,.818,0.4,2.2,2.6,1.1,0.5,0.3,0.7,0.6,4.7,489,David Roddy,PHI,"$2,967,212",,,,,,"$119,972"
373,David Roddy,23,ATL,PF,27,3,12.8,1.6,3.4,.473,0.6,1.6,.372,1.0,1.9,.560,.559,0.7,0.8,.818,0.4,2.2,2.6,1.1,0.4,0.3,0.7,0.7,4.5,313,David Roddy,ATL,"$2,967,212",,,,,,"$2,847,240"
373,David Roddy,23,ATL,PF,27,3,12.8,1.6,3.4,.473,0.6,1.6,.372,1.0,1.9,.560,.559,0.7,0.8,.818,0.4,2.2,2.6,1.1,0.4,0.3,0.7,0.7,4.5,489,David Roddy,PHI,"$2,967,212",,,,,,"$119,972"
373,David Roddy,23,PHI,PF,3,0,9.7,2.7,6.3,.421,0.7,3.7,.182,2.0,2.7,.750,.474,0.0,0.0,,0.7,2.3,3.0,1.0,0.7,0.0,0.3,0.3,6.0,313,David Roddy,ATL,"$2,967,212",,,,,,"$2,847,240"
373,David Roddy,23,PHI,PF,3,0,9.7,2.7,6.3,.421,0.7,3.7,.182,2.0,2.7,.750,.474,0.0,0.0,,0.7,2.3,3.0,1.0,0.7,0.0,0.3,0.3,6.0,489,David Roddy,PHI,"$2,967,212",,,,,,"$119,972"
374,Lindy Waters III,27,2TM,SG,50,9,14.7,1.7,4.6,.370,1.1,3.4,.339,0.6,1.2,.452,.493,0.2,0.2,.727,0.4,1.7,2.1,1.0,0.5,0.2,0.4,1.2,4.7,351,Lindy Waters III,DET,"$2,196,970",,,,,,"$2,196,970"
374,Lindy Waters III,27,GSW,SG,38,9,17.2,2.0,5.4,.371,1.3,3.9,.331,0.7,1.5,.474,.490,0.2,0.3,.727,0.4,2.1,2.5,1.1,0.6,0.3,0.4,1.4,5.5,351,Lindy Waters III,DET,"$2,196,970",,,,,,"$2,196,970"
374,Lindy Waters III,27,DET,SG,12,0,6.7,0.8,2.1,.360,0.7,1.7,.400,0.1,0.4,.200,.520,0.0,0.0,,0.3,0.3,0.7,0.6,0.3,0.0,0.3,0.5,2.2,351,Lindy Waters III,DET,"$2,196,970",,,,,,"$2,196,970"
378,Jaylen Clark,23,MIN,SG,34,4,14.1,1.6,3.4,.479,0.6,1.5,.431,1.0,1.9,.515,.573,0.6,0.9,.759,0.7,0.7,1.4,0.7,1.0,0.1,0.2,1.7,4.6,,,,,,,,,,
379,Kevon Looney,28,GSW,C,69,6,15.0,1.9,3.8,.510,0.0,0.1,.400,1.9,3.7,.512,.513,0.7,1.3,.551,2.6,3.7,6.2,1.6,0.6,0.5,0.5,2.1,4.6,196,Kevon Looney,GSW,"$8,000,000",,,,,,"$8,000,000"
380,Jabari Walker,22,POR,SF,54,1,11.4,1.7,3.4,.508,0.4,1.1,.393,1.3,2.3,.565,.573,0.7,1.0,.679,1.0,2.4,3.4,0.6,0.5,0.1,0.5,1.4,4.6,405,Jabari Walker,POR,"$2,019,699",,,,,,"$2,019,699"
382,Jaylen Martin,21,2TM,SF,14,0,13.4,1.9,4.1,.448,0.4,1.3,.333,1.4,2.9,.500,.500,0.4,0.4,1.000,0.6,2.1,2.7,0.9,0.3,0.0,0.7,0.7,4.5,,,,,,,,,,
382,Jaylen Martin,21,BRK,SF,3,0,1.7,0.3,0.7,.500,0.3,0.3,1.000,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,,,,,,,,,,
382,Jaylen Martin,21,WAS,SF,11,0,16.5,2.3,5.1,.446,0.5,1.5,.294,1.8,3.5,.513,.491,0.5,0.5,1.000,0.8,2.6,3.5,1.2,0.4,0.0,0.9,0.8,5.5,,,,,,,,,,
385,Mason Plumlee,34,PHO,C,70,20,17.5,1.7,2.8,.613,0.0,0.0,.000,1.7,2.7,.623,.613,1.1,1.7,.655,1.6,4.6,6.2,1.8,0.4,0.6,0.8,2.1,4.5,379,Mason Plumlee,PHO,"$2,087,519",,,,,,"$2,087,519"
388,Reggie Jackson,34,PHI,PG,31,1,12.4,1.7,4.3,.391,0.8,2.4,.338,0.9,1.9,.458,.485,0.2,0.3,.778,0.3,1.1,1.4,1.5,0.5,0.1,0.5,1.1,4.4,368,Reggie Jackson,WAS,"$4,033,748",,,,,,"$2,087,519"
388,Reggie Jackson,34,PHI,PG,31,1,12.4,1.7,4.3,.391,0.8,2.4,.338,0.9,1.9,.458,.485,0.2,0.3,.778,0.3,1.1,1.4,1.5,0.5,0.1,0.5,1.1,4.4,411,Reggie Jackson,CHO,"$4,033,748",,,,,,"$1,946,229"
390,Jordan Miller,25,LAC,SF,34,0,12.1,1.7,3.9,.435,0.2,1.1,.216,1.4,2.8,.521,.466,0.8,1.0,.788,0.7,1.0,1.7,1.0,0.5,0.1,0.7,0.7,4.4,,,,,,,,,,
395,Kai Jones,24,2TM,C,37,6,10.8,1.9,2.4,.793,0.0,0.1,.250,1.8,2.2,.819,.799,0.6,0.8,.750,0.9,2.0,2.9,0.6,0.3,0.5,0.4,1.1,4.3,,,,,,,,,,
395,Kai Jones,24,LAC,C,28,0,7.4,0.9,1.3,.722,0.0,0.1,.000,0.9,1.2,.765,.722,0.3,0.4,.750,0.5,1.1,1.6,0.4,0.2,0.5,0.4,0.8,2.2,,,,,,,,,,
395,Kai Jones,24,DAL,C,9,6,21.2,4.8,5.7,.843,0.1,0.2,.500,4.7,5.4,.857,.853,1.3,1.8,.750,2.1,4.7,6.8,1.2,0.7,0.8,0.4,2.1,11.0,,,,,,,,,,
396,Mo Bamba,26,2TM,C,32,2,12.9,1.6,3.5,.464,0.5,1.7,.278,1.2,1.8,.638,.531,0.6,0.8,.704,1.0,3.5,4.5,0.6,0.3,1.0,0.6,1.8,4.3,370,Mo Bamba,UTA,"$2,087,519",,,,,,"$2,087,519"
396,Mo Bamba,26,LAC,C,28,2,12.6,1.7,3.7,.466,0.5,1.8,.300,1.2,1.9,.623,.539,0.6,0.9,.680,0.9,3.4,4.3,0.6,0.3,1.0,0.7,1.8,4.6,370,Mo Bamba,UTA,"$2,087,519",,,,,,"$2,087,519"
396,Mo Bamba,26,NOP,C,4,0,15.3,1.0,2.3,.444,0.0,1.0,.000,1.0,1.3,.800,.444,0.5,0.5,1.000,1.5,4.8,6.3,0.5,0.0,0.8,0.3,1.8,2.5,370,Mo Bamba,UTA,"$2,087,519",,,,,,"$2,087,519"
397,Dominick Barlow,21,ATL,SF,30,3,10.7,1.7,3.3,.525,0.2,0.8,.304,1.5,2.5,.592,.561,0.6,0.9,.692,1.0,1.4,2.5,0.5,0.3,0.5,0.1,1.3,4.3,,,,,,,,,,
399,Trevelin Queen,27,ORL,SG,29,2,13.6,1.6,4.6,.351,0.6,2.4,.246,1.0,2.2,.462,.414,0.5,0.6,.882,0.8,0.8,1.6,1.2,1.0,0.3,0.8,1.3,4.3,,,,,,,,,,
400,Daniel Theis,32,NOP,C,38,9,16.3,1.6,3.4,.473,0.2,1.0,.243,1.4,2.4,.565,.508,0.8,1.0,.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,383,Daniel Theis,OKC,"$2,087,519",,,,,,"$2,087,519"
401,Colin Castleton,24,2TM,C,20,4,15.3,1.5,3.4,.433,0.1,0.6,.167,1.4,2.8,.491,.448,1.2,1.4,.821,1.8,2.4,4.2,0.9,0.4,0.5,1.1,1.6,4.2,,,,,,,,,,
401,Colin Castleton,24,MEM,C,10,0,4.6,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,1.0,1.1,.909,0.3,0.6,0.9,0.0,0.1,0.1,0.1,0.6,1.4,,,,,,,,,,
401,Colin Castleton,24,TOR,C,10,4,25.9,2.7,5.7,.474,0.2,0.8,.250,2.5,4.9,.510,.491,1.3,1.7,.765,3.3,4.1,7.4,1.8,0.6,0.8,2.1,2.6,6.9,,,,,,,,,,
402,Marcus Bagley,23,PHI,SF,5,0,20.0,1.8,4.8,.375,0.0,2.4,.000,1.8,2.4,.750,.375,0.6,0.8,.750,1.4,3.8,5.2,0.2,0.4,1.2,0.4,1.0,4.2,,,,,,,,,,
404,Kessler Edwards,24,DAL,SF,40,18,15.2,1.7,3.4,.496,0.6,1.4,.407,1.1,2.0,.556,.578,0.3,0.3,.923,0.6,2.3,2.9,1.1,0.5,0.5,0.4,1.6,4.2,,,,,,,,,,
405,Micah Potter,26,UTA,C,33,10,17.7,1.4,3.4,.423,0.9,2.5,.354,0.5,0.9,.621,.554,0.5,0.5,.889,1.1,3.0,4.2,0.8,0.3,0.3,0.8,1.3,4.2,,,,,,,,,,
406,Paul Reed,25,DET,C,41,0,9.3,1.6,3.0,.528,0.2,0.6,.320,1.4,2.4,.580,.560,0.8,1.0,.762,0.9,1.8,2.7,0.9,0.9,0.5,0.6,1.6,4.2,335,Paul Reed,DET,"$3,913,234",,,,,,"$3,913,234"
406,Paul Reed,25,DET,C,41,0,9.3,1.6,3.0,.528,0.2,0.6,.320,1.4,2.4,.580,.560,0.8,1.0,.762,0.9,1.8,2.7,0.9,0.9,0.5,0.6,1.6,4.2,436,Paul Reed,DET,"$3,913,234",,,,,,"$3,913,234"
411,Wendell Moore Jr.,23,2TM,SG,33,1,13.6,1.6,3.4,.464,0.3,1.0,.333,1.2,2.4,.519,.513,0.5,0.7,.818,0.8,1.8,2.7,1.1,0.5,0.2,0.7,0.9,4.0,330,Wendell Moore Jr.,DET,"$2,537,040",,,,,,"$2,537,040"
411,Wendell Moore Jr.,23,DET,SG,20,1,11.0,1.2,2.5,.460,0.2,0.7,.286,1.0,1.8,.528,.500,0.7,0.7,.929,0.6,1.7,2.2,1.2,0.5,0.2,0.5,0.8,3.2,330,Wendell Moore Jr.,DET,"$2,537,040",,,,,,"$2,537,040"
411,Wendell Moore Jr.,23,CHO,SG,13,0,17.6,2.2,4.8,.468,0.5,1.5,.368,1.7,3.3,.512,.524,0.4,0.6,.625,1.3,2.2,3.5,1.1,0.6,0.2,1.0,1.2,5.4,330,Wendell Moore Jr.,DET,"$2,537,040",,,,,,"$2,537,040"
412,Marvin Bagley III,25,2TM,PF,28,1,8.3,1.6,3.1,.506,0.1,0.6,.188,1.5,2.5,.577,.523,0.7,1.1,.645,1.2,1.4,2.6,0.3,0.3,0.3,0.4,0.5,4.0,136,Marvin Bagley III,MEM,"$12,500,000",,,,,,"$12,500,000"
412,Marvin Bagley III,25,WAS,C,19,1,8.7,2.0,3.7,.535,0.1,0.5,.200,1.9,3.2,.590,.549,0.8,1.2,.652,1.4,1.5,2.9,0.4,0.4,0.3,0.6,0.6,4.9,136,Marvin Bagley III,MEM,"$12,500,000",,,,,,"$12,500,000"
412,Marvin Bagley III,25,MEM,PF,9,0,7.2,0.7,1.8,.375,0.1,0.7,.167,0.6,1.1,.500,.406,0.6,0.9,.625,0.7,1.1,1.8,0.1,0.1,0.3,0.0,0.3,2.0,136,Marvin Bagley III,MEM,"$12,500,000",,,,,,"$12,500,000"
413,Malachi Flynn,26,CHO,PG,4,0,11.0,1.3,3.3,.385,0.3,1.0,.250,1.0,2.3,.444,.423,1.3,1.5,.833,0.8,1.0,1.8,1.8,0.8,0.0,1.0,1.0,4.0,,,,,,,,,,
